--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ITEM
422 Shellos    : Withdraw at level 1, Dive at level 1, Trump Card at level 1, Secret Power at level 1, Water Gun at level 2, Clamp at level 4, Assist at level 7, Splash at level 11, Whirlwind at level 16, Sweet Kiss at level 22, Whirlpool at level 29, Water Pulse at level 37, Quick Attack at level 46
423 Gastrodon  : Mud-Slap at level 1, Sand-Attack at level 1, Megahorn at level 1, Air Cutter at level 1, Rain Dance at level 2, Mud Bomb at level 4, Swords Dance at level 7, Octazooka at level 11, Whirlpool at level 16, Bone Club at level 22, Earth Power at level 29, Aqua Jet at level 41, BubbleBeam at level 54
424 Ambipom    : Frustration at level 1, Block at level 1, Rapid Spin at level 1, ViceGrip at level 1, Uproar at level 4, Mean Look at level 8, Wring Out at level 11, Fury Swipes at level 15, Sweet Scent at level 18, Natural Gift at level 22, Flash at level 25, Baton Pass at level 29, Iron Head at level 32, Swallow at level 36, Present at level 39, Refresh at level 43
425 Drifloon   : Icicle Spear at level 1, Peck at level 1, Gust at level 1, Shadow Force at level 1, Spite at level 6, Mega Kick at level 11, Shadow Sneak at level 14, Aeroblast at level 17, Ominous Wind at level 22, Ice Ball at level 27, Fake Tears at level 27, Flail at level 30, Shadow Ball at level 33, Hi Jump Kick at level 38, Destiny Bond at level 43
426 Drifblim   : Shadow Claw at level 1, Wing Attack at level 1, Astonish at level 1, Ominous Wind at level 1, Confuse Ray at level 6, Shadow Punch at level 11, Nightmare at level 14, Aeroblast at level 17, Mirror Move at level 22, Night Shade at level 27, Gust at level 27, Destiny Bond at level 32, Lick at level 37, Grudge at level 44, Aerial Ace at level 51
427 Buneary    : Selfdestruct at level 1, Focus Energy at level 1, Foresight at level 1, Horn Attack at level 1, Thunder Fang at level 6, Mind Reader at level 13, Weather Ball at level 16, Splash at level 23, Pound at level 26, Refresh at level 33, Constrict at level 36, Chatter at level 43, Rock Throw at level 46, DoubleSlap at level 53
428 Lopunny    : Pay Day at level 1, Rapid Spin at level 1, Pursuit at level 1, Tail Whip at level 1, Safeguard at level 1, Uproar at level 1, Trump Card at level 6, Leaf Storm at level 13, Harden at level 16, Constrict at level 23, Conversion 2 at level 26, Pound at level 33, Quick Attack at level 36, Super Fang at level 43, Wring Out at level 46, Protect at level 53
429 Mismagius  : Ominous Wind at level 1, Shadow Punch at level 1, Lick at level 1, Shadow Ball at level 1, Powder Snow at level 1, Judgment at level 1
430 Honchkrow  : Aerial Ace at level 1, Fake Tears at level 1, Mirror Move at level 1, Dive at level 1, Scary Face at level 25, FeatherDance at level 35, Wake-Up Slap at level 45, Taunt at level 55
431 Glameow    : Covet at level 1, Egg Bomb at level 1, Fake Out at level 1, Double-Edge at level 1, Reversal at level 5, SmokeScreen at level 8, Sweet Kiss at level 13, Baton Pass at level 17, Stockpile at level 20, Refresh at level 25, Hyper Beam at level 29, Secret Power at level 32, Rock Polish at level 37, Giga Impact at level 41, Flare Blitz at level 45
432 Purugly    : Grudge at level 1, Assist at level 1, Splash at level 1, Giga Impact at level 1, Snatch at level 5, Glare at level 8, DoubleSlap at level 13, Bulk Up at level 17, Sleep Talk at level 20, Wring Out at level 25, Endure at level 29, Memento at level 32, Hyper Voice at level 37, Block at level 38, Rapid Spin at level 45, Fury Swipes at level 53
433 Chingling  : Mirror Coat at level 1, Mist Ball at level 1, Skill Swap at level 1, Psycho Cut at level 1, Heart Swap at level 6, Guard Swap at level 9, SmellingSalt at level 14, Role Play at level 17, Teleport at level 22
434 Stunky     : Acid Armor at level 1, Poison Jab at level 1, Acid at level 1, Night Slash at level 1, Thief at level 4, Sludge at level 7, Future Sight at level 10, Poison Fang at level 14, Poison Sting at level 18, Gastro Acid at level 22, Poison Tail at level 27, Knock Off at level 32, Sludge Bomb at level 38, Smog at level 44
435 Skuntank   : Nasty Plot at level 1, Embargo at level 1, Gunk Shot at level 1, Dark Pulse at level 1, Bite at level 4, Night Slash at level 7, Beat Up at level 10, Sludge at level 14, Punishment at level 18, Smog at level 22, Acid at level 27, PoisonPowder at level 32, Poison Tail at level 34, Toxic at level 42, Poison Fang at level 52
436 Bronzor    : Doom Desire at level 1, Calm Mind at level 1, Barrier at level 1, Mist Ball at level 1, Metal Claw at level 7, Mirror Shot at level 12, Teleport at level 14, Steel Wing at level 19, Blaze Kick at level 26, Bullet Punch at level 30, Magnet Bomb at level 35, Rest at level 37, Heal Block at level 41, Iron Defense at level 49, Last Resort at level 52
437 Bronzong   : Psywave at level 1, Flash Cannon at level 1, Iron Head at level 1, Gravity at level 1, Metal Claw at level 1, Steel Wing at level 1, Meteor Mash at level 7, Octazooka at level 12, Magnet Bomb at level 14, Metal Sound at level 19, Horn Attack at level 26, Mirror Shot at level 30, Bullet Punch at level 33, Wrap at level 38, Gyro Ball at level 43, Dig at level 50, Doom Desire at level 61, Iron Tail at level 67
438 Bonsly     : Rock Throw at level 1, Sandstorm at level 1, Rock Blast at level 1, Facade at level 1, Growth at level 6, Thrash at level 9, Rollout at level 14, Aerial Ace at level 17, Rapid Spin at level 22, Moonlight at level 25, Payback at level 30, Rock Slide at level 33, Supersonic at level 38, Rock Tomb at level 41, Pay Day at level 46
439 Mime Jr.   : Calm Mind at level 1, Zen Headbutt at level 1, Guard Swap at level 1, Dizzy Punch at level 1, ViceGrip at level 4, Luster Purge at level 8, Psycho Cut at level 11, Charm at level 15, Swift at level 18, Miracle Eye at level 22, Iron Defense at level 22, Nature Power at level 25, Amnesia at level 29, Power Trick at level 32, Gravity at level 36, Cosmic Power at level 39, Rage at level 43, Present at level 46, Psycho Boost at level 50
440 Happiny    : Growl at level 1, Constrict at level 1, Rage at level 1, Horn Attack at level 1, Roar at level 5, Safeguard at level 9, Perish Song at level 12
441 Chatot     : Helping Hand at level 1, Aeroblast at level 1, Peck at level 1, Air Cutter at level 1, Bounce at level 5, Brick Break at level 9, Gastro Acid at level 13, Aerial Ace at level 17, Pluck at level 21, Tri Attack at level 25, Gust at level 29, Mirror Move at level 33, Drill Peck at level 37, Wing Attack at level 41, Last Resort at level 45
442 Spiritomb  : Confuse Ray at level 1, Shadow Claw at level 1, Dragon Rage at level 1, Shadow Sneak at level 1, U-turn at level 1, Bite at level 7, Fake Tears at level 13, Dark Pulse at level 19, Skill Swap at level 25, Assurance at level 31, Night Slash at level 37, Nightmare at level 43, DragonBreath at level 49
443 Gible      : Dragon Rage at level 1, Mud Sport at level 1, Pound at level 1, Earthquake at level 1, Dig at level 3, Dragon Claw at level 7, Sand Tomb at level 13, Bonemerang at level 15, Roar of Time at level 19, Dragon Rush at level 25, Wring Out at level 27, Dragon Pulse at level 31, Dragon Dance at level 37
444 Gabite     : Draco Meteor at level 1, Roar of Time at level 1, Dragon Rage at level 1, Dragon Claw at level 1, Twister at level 3, Fissure at level 7, Mud-Slap at level 13, Mud Sport at level 15, Dragon Rush at level 19, Dragon Pulse at level 28, DragonBreath at level 33, Mud Bomb at level 40, Outrage at level 49
445 Garchomp   : Twister at level 1, Roar of Time at level 1, Mud Sport at level 1, Yawn at level 1, Blaze Kick at level 1, Dragon Rush at level 3, Light Screen at level 7, Will-O-Wisp at level 13, DragonBreath at level 15, Dragon Claw at level 19, Dragon Rage at level 28, Bone Rush at level 33, Dragon Dance at level 40, Crush Claw at level 48, Spikes at level 55
446 Munchlax   : Sketch at level 1, Double Team at level 1, Helping Hand at level 1, Flame Wheel at level 1, Whirlwind at level 4, Feint at level 9, Captivate at level 12, Gyro Ball at level 17, Teeter Dance at level 20, Grass Knot at level 25, Attract at level 28, SonicBoom at level 33, SmellingSalt at level 36, Judgment at level 41, Stun Spore at level 44, Bind at level 49
447 Riolu      : Submission at level 1, Cross Chop at level 1, Karate Chop at level 1, Facade at level 1, Toxic at level 6, Aura Sphere at level 11, Rage at level 15, Arm Thrust at level 19, Tail Whip at level 24, Curse at level 29
448 Lucario    : Wake-Up Slap at level 1, Assist at level 1, Hammer Arm at level 1, Mirror Shot at level 1, Poison Fang at level 1, Flash Cannon at level 6, Stone Edge at level 11, Focus Punch at level 15, Metal Claw at level 19, Steel Wing at level 24, Reversal at level 29, Aura Sphere at level 33, Submission at level 37, Sky Uppercut at level 42, Magnet Bomb at level 47, Drain Punch at level 51
449 Hippopotas : Snore at level 1, Mud-Slap at level 1, Moonlight at level 1, X-Scissor at level 1, Swift at level 7, Barrier at level 13, Present at level 19, Teleport at level 25, Hail at level 31, Covet at level 37, Bonemerang at level 44, Earthquake at level 50
450 Hippowdon  : Mud-Slap at level 1, Earth Power at level 1, Bone Club at level 1, ExtremeSpeed at level 1, Headbutt at level 1, Sand Tomb at level 1, Dig at level 1, Bonemerang at level 7, Earthquake at level 13, Fury Swipes at level 19, Fissure at level 25, Spikes at level 31, Swift at level 40, Mud Bomb at level 50, Mud Shot at level 60
451 Skorupi    : Faint Attack at level 1, Sludge Bomb at level 1, Cross Chop at level 1, Mud Shot at level 1, Poison Sting at level 6, Double Kick at level 12, Sludge at level 17, Revenge at level 23, Attack Order at level 28, Poison Jab at level 34, Megahorn at level 39, Tail Glow at level 45, Smog at level 50
452 Drapion    : Sludge at level 1, Poison Sting at level 1, Thief at level 1, Acid at level 1, Embargo at level 1, Gastro Acid at level 1, Poison Tail at level 1, Sludge Bomb at level 6, Toxic Spikes at level 12, Punishment at level 17, Snatch at level 23, Weather Ball at level 28, PoisonPowder at level 34, Return at level 39, Poison Jab at level 49, Smog at level 58
453 Croagunk   : Double Kick at level 1, Toxic at level 1, Poison Jab at level 1, Poison Fang at level 1, Rolling Kick at level 3, Poison Sting at level 8, Spite at level 10, Acid at level 15, Close Combat at level 17, Jump Kick at level 22, Cross Chop at level 24, Mega Punch at level 29, PoisonPowder at level 31, Iron Tail at level 36, Attract at level 38, Present at level 43, Triple Kick at level 45
454 Toxicroak  : Blaze Kick at level 1, Low Kick at level 1, Acid Armor at level 1, Cross Poison at level 1, Toxic at level 3, Force Palm at level 8, Fake Tears at level 10, Power Swap at level 15, Poison Fang at level 17, Minimize at level 22, Sludge at level 24, Perish Song at level 29, Poison Tail at level 31, Gastro Acid at level 36, Smog at level 41, Close Combat at level 49, Sludge Bomb at level 54
455 Carnivine  : Substitute at level 1, Leaf Blade at level 1, Vine Whip at level 1, Giga Drain at level 1, Frenzy Plant at level 7, Leech Seed at level 11, Seed Flare at level 17, Cotton Spore at level 21, Lock-On at level 27, Rapid Spin at level 31, Energy Ball at level 31, Aromatherapy at level 31, Pain Split at level 37, Bullet Seed at level 41, Grass Knot at level 47
456 Finneon    : Aqua Tail at level 1, Hammer Arm at level 1, Sleep Talk at level 1, Hydro Cannon at level 1, BubbleBeam at level 6, Clamp at level 10, Follow Me at level 13, Stockpile at level 17, Withdraw at level 22, Rain Dance at level 26, Hydro Pump at level 29, Razor Wind at level 33, Whirlpool at level 38, Octazooka at level 42, Horn Attack at level 45, Brine at level 49
457 Lumineon   : Dive at level 1, Water Pulse at level 1, Charm at level 1, Judgment at level 1, Aromatherapy at level 6, Embargo at level 10, DoubleSlap at level 13, Spike Cannon at level 17, Brine at level 22, Whirlpool at level 26, Substitute at level 29, BubbleBeam at level 35, Hydro Pump at level 42, Crabhammer at level 48, Me First at level 53, Hydro Cannon at level 59
458 Mantyke    : Whirlpool at level 1, Crabhammer at level 1, Dive at level 1, Water Spout at level 1, Wing Attack at level 4, Water Sport at level 10, Brave Bird at level 13, Water Pulse at level 19, Bounce at level 22, Bubble at level 28, FeatherDance at level 31, Hydro Cannon at level 37, Gust at level 40, Aqua Tail at level 46, Water Gun at level 49
459 Snover     : Powder Snow at level 1, Energy Ball at level 1, Leaf Storm at level 1, Aurora Beam at level 1, Magical Leaf at level 5, Worry Seed at level 9, Ingrain at level 13, Synthesis at level 17, Giga Drain at level 21, Wood Hammer at level 26, Secret Power at level 31, Sheer Cold at level 36, Stun Spore at level 41, Ice Ball at level 46
460 Abomasnow  : Octazooka at level 1, Bide at level 1, Moonlight at level 1, SolarBeam at level 1, Ice Fang at level 1, Ice Punch at level 5, Hidden Power at level 9, Mist at level 13, ViceGrip at level 17, Haze at level 21, Powder Snow at level 26, Magical Leaf at level 31, Hail at level 36, Meditate at level 47, Avalanche at level 58
461 Weavile    : Knock Off at level 1, Payback at level 1, Flatter at level 1, Ice Fang at level 1, Ice Punch at level 1, Snatch at level 1, Flash Cannon at level 1, Memento at level 8, Dark Void at level 10, Punishment at level 14, Bite at level 21, Dark Pulse at level 24, Faint Attack at level 28, Ice Ball at level 35, Powder Snow at level 38, Ice Beam at level 42, Taunt at level 49
462 Magnezone  : Shock Wave at level 1, Magnet Rise at level 1, Gastro Acid at level 1, Thunderbolt at level 1, Tri Attack at level 1, Metal Claw at level 1, Flash Cannon at level 6, Gyro Ball at level 11, Charge Beam at level 14, Thunder at level 17, Zap Cannon at level 22, Thunder Fang at level 27, Take Down at level 30, Metal Sound at level 34, Mirror Shot at level 40, Spite at level 46, ThunderPunch at level 50, Discharge at level 54, Charge at level 60
463 Lickilicky : Swift at level 1, Brick Break at level 1, Conversion 2 at level 1, Flash Cannon at level 1, Facade at level 5, Weather Ball at level 9, Crush Grip at level 13, Hidden Power at level 17, Safeguard at level 21, Razor Wind at level 25, Sweet Scent at level 29, Extrasensory at level 33, Leer at level 37, Super Fang at level 41, Glare at level 45, Growth at level 49, Swallow at level 53, SonicBoom at level 57
464 Rhyperior  : Rock Wrecker at level 1, Sandstorm at level 1, Rock Blast at level 1, Rock Throw at level 1, Earthquake at level 1, Sand Tomb at level 9, Bone Club at level 13, Mud Bomb at level 21, Power Gem at level 25, Mud-Slap at level 33, Earth Power at level 37, AncientPower at level 42, Bonemerang at level 45, Mud Shot at level 49, Magnitude at level 57, Head Smash at level 61
465 Tangrowth  : Absorb at level 1, Razor Leaf at level 1, Spore at level 1, Petal Dance at level 1, Taunt at level 5, Judgment at level 8, Vine Whip at level 12, Me First at level 15, Recycle at level 19, Ingrain at level 22, Seed Flare at level 26, Giga Drain at level 29, Frenzy Plant at level 33, Calm Mind at level 36, Gyro Ball at level 40, Wood Hammer at level 43, Energy Ball at level 47, SmellingSalt at level 50, Seed Bomb at level 54, Grass Knot at level 57
466 Electivire : Vine Whip at level 1, Force Palm at level 1, Swords Dance at level 1, Rock Throw at level 1, Mega Kick at level 1, Thunder Wave at level 7, Magnet Rise at level 10, Dragon Pulse at level 16, Glare at level 19, Metronome at level 25, Peck at level 28, Thunder Fang at level 37, Discharge at level 43, Zap Cannon at level 52, Mind Reader at level 58, Perish Song at level 67
467 Magmortar  : Blaze Kick at level 1, Overheat at level 1, Stomp at level 1, Softboiled at level 1, Fire Blast at level 1, Flamethrower at level 7, Sacred Fire at level 10, Flame Wheel at level 16, SonicBoom at level 19, Yawn at level 25, Splash at level 28, Sunny Day at level 37, Will-O-Wisp at level 43, Fire Punch at level 52, Howl at level 58, Blast Burn at level 67
468 Togekiss   : Fury Attack at level 1, Tailwind at level 1, Heart Swap at level 1, Brave Bird at level 1
469 Yanmega    : Roost at level 1, Air Cutter at level 1, Twineedle at level 1, Silver Wind at level 1, Pluck at level 1, Attack Order at level 1, Aerial Ace at level 6, Gust at level 11, Tail Glow at level 14, Spider Web at level 17, Yawn at level 22, Bug Bite at level 27, Memento at level 30, Wing Attack at level 33, Pin Missile at level 38, Chatter at level 43, Bounce at level 46, Mirror Move at level 49, Megahorn at level 54, Defend Order at level 57
470 Leafeon    : Leaf Storm at level 1, Flail at level 1, Power Whip at level 1, Wood Hammer at level 1, Mach Punch at level 8, Absorb at level 15, Razor Leaf at level 22, Sleep Powder at level 29, Stun Spore at level 36, Seed Flare at level 43, Leaf Blade at level 50, Ice Fang at level 57, Spit Up at level 64, Mega Drain at level 71, SolarBeam at level 78
471 Glaceon    : Natural Gift at level 1, Haze at level 1, Safeguard at level 1, Icy Wind at level 1, Ice Ball at level 8, Avalanche at level 15, Vital Throw at level 22, Mirror Move at level 29, Aurora Beam at level 36, Ice Fang at level 43, Defense Curl at level 50, Blizzard at level 57, Ice Shard at level 64, Ice Beam at level 71, Ice Punch at level 78
472 Gliscor    : Psych Up at level 1, Aeroblast at level 1, Wring Out at level 1, Earthquake at level 1, Bug Buzz at level 1, Mirror Move at level 1, Brave Bird at level 1, Lucky Chant at level 5, Sand Tomb at level 9, Bide at level 12, Hidden Power at level 16, Sand-Attack at level 20, Earth Power at level 23, Bone Club at level 27, Magnitude at level 31, Bonemerang at level 34, Blast Burn at level 38, Bone Rush at level 42, Peck at level 45
473 Mamoswine  : Earth Power at level 1, Earthquake at level 1, Ice Beam at level 1, Sand Tomb at level 1, Egg Bomb at level 1, Fissure at level 4, Ice Fang at level 8, Rage at level 13, Sheer Cold at level 16, Bonemerang at level 20, Dig at level 25, Mud Bomb at level 28, Avalanche at level 32, Ice Shard at level 33, Mud Shot at level 40, Belly Drum at level 48, Icy Wind at level 56, Aurora Beam at level 65
474 Porygon-Z  : Focus Energy at level 1, Snore at level 1, Covet at level 1, Softboiled at level 1, Flamethrower at level 1, Aqua Ring at level 7, Teeter Dance at level 12, Stomp at level 18, DoubleSlap at level 23, Psych Up at level 29, Pain Split at level 34, Refresh at level 40, Bide at level 45, Captivate at level 51, Acupressure at level 56, Thrash at level 62, Whirlwind at level 67
475 Gallade    : Reflect at level 1, Heal Block at level 1, Psycho Cut at level 1, Sweet Scent at level 1, Agility at level 1, Psychic at level 1, Snatch at level 6, Gunk Shot at level 10, Future Sight at level 12, Power Swap at level 17, Double Kick at level 22, Zen Headbutt at level 25, Psywave at level 31, Egg Bomb at level 36, Force Palm at level 39, Healing Wish at level 45, Light Screen at level 50, Counter at level 53
476 Probopass  : SonicBoom at level 1, Mirror Shot at level 1, Stone Edge at level 1, Rock Tomb at level 1, Flash Cannon at level 1, Metal Claw at level 1, Power Swap at level 7, Doom Desire at level 13, Sandstorm at level 19, Iron Head at level 25, Power Gem at level 31, Sweet Kiss at level 37, Covet at level 43, Head Smash at level 49, Rollout at level 55, Stealth Rock at level 61, Rock Slide at level 67, Rock Throw at level 73, Rock Wrecker at level 79
477 Dusknoir   : Destiny Bond at level 1, Acupressure at level 1, Harden at level 1, Bug Buzz at level 1, Stomp at level 1, Shadow Punch at level 1, Nightmare at level 1, Body Slam at level 1, Shadow Sneak at level 6, Shadow Claw at level 9, Present at level 14, Astonish at level 17, Hi Jump Kick at level 22, Night Shade at level 25, Shadow Force at level 30, Disable at level 33, Safeguard at level 37, Spite at level 43, Confuse Ray at level 51, Swift at level 61
478 Froslass   : Ice Shard at level 1, Avalanche at level 1, Shadow Punch at level 1, Shadow Ball at level 1, Hyper Beam at level 4, Nightmare at level 10, Icicle Spear at level 13, Astonish at level 19, Ice Punch at level 22, Ice Ball at level 28, Icy Wind at level 31, Doom Desire at level 37, Shadow Sneak at level 40, Sheer Cold at level 51, Growl at level 59
479 Rotom      : Shock Wave at level 1, Lick at level 1, Thunderbolt at level 1, Charge Beam at level 1, Thunder Fang at level 1, Ominous Wind at level 8, Volt Tackle at level 15, ThunderPunch at level 22, Thunder at level 29, ThunderShock at level 36, Discharge at level 43, Nightmare at level 50
480 Uxie       : Hail at level 1, Imprison at level 1, Substitute at level 1, Extrasensory at level 1, Psybeam at level 6, Lunar Dance at level 16, Kinesis at level 21, Psycho Cut at level 31, Heal Block at level 36, Reflect at level 46, Calm Mind at level 51, Light Screen at level 61, Heart Swap at level 66, Mist Ball at level 76
481 Mesprit    : Heal Block at level 1, Psychic at level 1, Lovely Kiss at level 1, Crush Claw at level 1, Light Screen at level 6, Mirror Coat at level 16, Glare at level 21, Kinesis at level 31, Calm Mind at level 36, Amnesia at level 46, Stone Edge at level 51, ThunderPunch at level 61, Dream Eater at level 66, Imprison at level 76
482 Azelf      : Bind at level 1, Luster Purge at level 1, Take Down at level 1, SmellingSalt at level 1, Odor Sleuth at level 6, Slack Off at level 16, Cosmic Power at level 21, Rapid Spin at level 31, Secret Power at level 36, Head Smash at level 46, Trick Room at level 51, Helping Hand at level 61, Extrasensory at level 66, Hyper Beam at level 76
483 Dialga     : Iron Tail at level 1, DragonBreath at level 1, Hyper Beam at level 1, Steel Wing at level 1, Doom Desire at level 10, Dragon Claw at level 20, Gyro Ball at level 30, Nature Power at level 40, Dragon Dance at level 50, Flash Cannon at level 60, Iron Defense at level 70, Bullet Punch at level 80, Magnet Bomb at level 90
484 Palkia     : Dive at level 1, Dragon Dance at level 1, Aqua Ring at level 1, Water Spout at level 1, Muddy Water at level 10, Water Sport at level 20, Hydro Pump at level 30, Octazooka at level 40, Withdraw at level 50, Rain Dance at level 60, Whirlpool at level 70, Water Gun at level 80, Outrage at level 90
485 Heatran    : Copycat at level 1, Lava Plume at level 1, Fire Spin at level 1, Fire Fang at level 1, Screech at level 9, Heat Wave at level 17, Magma Storm at level 25, Bullet Punch at level 33, Metal Sound at level 41, Earthquake at level 49, Meteor Mash at level 57, Flame Wheel at level 65, Mirror Shot at level 73, Sunny Day at level 81, Steel Wing at level 88, Iron Head at level 96
486 Regigigas  : Scary Face at level 1, Copycat at level 1, Sketch at level 1, Hyper Fang at level 1, Judgment at level 1, Focus Energy at level 1, Force Palm at level 1, Camouflage at level 25, Sing at level 50, Nature Power at level 75, Sleep Talk at level 100
487 Giratina   : Outrage at level 1, Shadow Claw at level 1, Mirror Coat at level 1, Poison Jab at level 1, Dragon Rage at level 10, Ominous Wind at level 20, Astonish at level 30, Mud Sport at level 40, Explosion at level 50, Spite at level 60, Night Shade at level 70, Nightmare at level 80, Lick at level 90
488 Cresselia  : Imprison at level 1, Lunar Dance at level 1, Agility at level 1, Psychic at level 1, Power Swap at level 11, Kinesis at level 20, Tickle at level 29, Guard Swap at level 38, Psywave at level 47, Teleport at level 57, Extrasensory at level 66, Safeguard at level 75, Miracle Eye at level 84, Psycho Shift at level 93
489 Phione     : Clamp at level 1, Swords Dance at level 1, Hydro Pump at level 1, BubbleBeam at level 1, Hydro Cannon at level 9, Slash at level 16, Protect at level 24, Dive at level 31, Muddy Water at level 39, Scary Face at level 46, Scratch at level 54, Bubble at level 61, Water Sport at level 69
490 Manaphy    : Water Spout at level 1, Whirlpool at level 1, Muddy Water at level 1, Aqua Tail at level 1, Aqua Jet at level 9, Hidden Power at level 16, Egg Bomb at level 24, Brine at level 31, Super Fang at level 39, Petal Dance at level 46, Water Sport at level 54, Bubble at level 61, Horn Drill at level 69, Mega Punch at level 76
491 Darkrai    : Horn Drill at level 1, Substitute at level 1, Gust at level 1, Bug Buzz at level 1, AncientPower at level 11, Punishment at level 20, Feint at level 29, Super Fang at level 38, Fury Attack at level 47, Switcheroo at level 57, Covet at level 66, Flatter at level 75, Nasty Plot at level 84, Assurance at level 93
492 Shaymin    : Poison Gas at level 1, Confuse Ray at level 1, Synthesis at level 1, Wood Hammer at level 1, Sleep Powder at level 10, Horn Attack at level 19, Healing Wish at level 28, Tackle at level 37, Seed Flare at level 46, Leaf Blade at level 55, Frenzy Plant at level 64, GrassWhistle at level 73, Spit Up at level 82, Petal Dance at level 91, Vine Whip at level 100
493 Arceus     : Earthquake at level 1, Take Down at level 1, Safeguard at level 1, Secret Power at level 1, Double Team at level 10, Camouflage at level 20, Acupressure at level 30, Judgment at level 40, Lovely Kiss at level 50, Sharpen at level 60, Double-Edge at level 70, Endeavor at level 80, Rolling Kick at level 90, Swift at level 100

--Trainers Pokemon--
#1 (Youngster Tristan) - Absol Lv5
#2 (Youngster Logan) - Mantine Lv5
#3 (Lass Natalie) - Camerupt Lv5
#4 (Youngster Michael) - Voltorb Lv7, Beedrill Lv6
#5 (Camper Mickey) - Spiritomb Lv5
#6 (Camper Mickey) - Glameow Lv5
#7 (Picnicker Angelica) - Croconaw Lv5
#8 (Picnicker Angelica) - Bellossom Lv5
#9 (Youngster Mickey) - Politoed Lv5
#10 (Youngster Tyler) - Entei Lv8
#11 (Lass Samantha) - Croagunk Lv7
#12 (Lass Sarah) - Staraptor Lv7
#13 (Bug Catcher Brandon) - Hoothoot Lv10, Anorith Lv11
#14 (Aroma Lady Taylor) - Abra Lv9, Starmie Lv11
#15 (Twins Liv & Liz) - Lapras Lv11, Slowbro Lv11
#16 (Camper Jacob) - Gliscor Lv14
#17 (Picnicker Siena) - Whismur Lv12, Blaziken Lv12
#18 (Hiker Daniel) - Froslass Lv10, Starmie Lv11, Giratina Lv12
#19 (Hiker Nicholas) - Magikarp Lv14
#20 (Battle Girl Kelsey) - Farfetch’D Lv15
#21 (Aroma Lady Elizabeth) - Mime Jr. Lv14
#22 (Fisherman Andrew) - Tentacruel Lv8, Darkrai Lv10, Infernape Lv12, Monferno Lv12, Magneton Lv14, Volbeat Lv16
#23 (Fisherman Joseph) - Piloswine Lv17
#24 (Fisherman Zachary) - Blastoise Lv14, Magnemite Lv16, Kyogre Lv14
#25 (Cyclist Axel) - Drifloon Lv21
#26 (Cyclist James) - Dunsparce Lv21
#27 (Cyclist John) - Vibrava Lv18, Claydol Lv20
#28 (Cyclist Ryan) - Yanma Lv21
#29 (Cyclist Megan) - Ambipom Lv21
#30 (Cyclist Nicole) - Barboach Lv17, Cresselia Lv18, Electabuzz Lv19
#31 (Cyclist Kayla) - Ralts Lv21
#32 (Cyclist Rachel) - Pichu Lv20, Duskull Lv18
#33 (Youngster Austin) - Clamperl Lv18, Infernape Lv18, Uxie Lv21
#34 (Camper Anthony) - Entei Lv22
#35 (Picnicker Lauren) - Zigzagoon Lv22
#36 (Hiker Kevin) - Pelipper Lv17, Linoone Lv17, Kecleon Lv19, Wurmple Lv19
#37 (Hiker Justin) - Butterfree Lv20, Wartortle Lv20
#38 (Battle Girl Helen) - Bronzor Lv21, Vespiquen Lv21
#39 (Hiker Robert) - Mareep Lv22
#40 (Hiker Alexander) - Metang Lv38, Pineco Lv40
#41 (Hiker Jonathan) - Makuhita Lv22
#42 (Black Belt Kyle) - Dragonite Lv23
#43 (Fisherman Cody) - Alakazam Lv33, Luxio Lv33
#44 (Aroma Lady Hannah) - Magnemite Lv18, Regice Lv22
#45 (Artist William) - Noctowl Lv20, Pichu Lv20
#46 ([PK][MN] Breeder Albert) - Mewtwo Lv20, Victreebel Lv20, Heracross Lv20, Staravia Lv20
#47 ([PK][MN] Breeder Jennifer) - Registeel Lv20, Chikorita Lv20, Lugia Lv20, Qwilfish Lv20
#48 (Cowgirl Shelley) - Huntail Lv23
#49 (Jogger Richard) - Gligar Lv23
#50 (Pokéfan Mickey) - Vespiquen Lv5
#51 (Pokéfan Angelica) - Mime Jr. Lv5
#52 (Youngster Mickey) - Goldeen Lv5
#53 (Poké Kid Danielle) - Fearow Lv22
#54 (Fisherman Mickey) - Makuhita Lv5
#55 (Young Couple Ty & Sue) - Skarmory Lv23, Stunky Lv23
#56 ([PK][MN] Breeder Kahlil) - Spoink Lv23, Trapinch Lv23
#57 ([PK][MN] Breeder Amber) - Arceus Lv23, Ariados Lv23
#58 (Cowgirl Angelica) - Swalot Lv5
#59 (Jogger Mickey) - Hoothoot Lv5
#60 (Pokéfan Mickey) - Aggron Lv5
#61 (Pokéfan Angelica) - Drifloon Lv5
#62 (Ace Trainer Mickey) - Dusclops Lv5
#63 (Ace Trainer Angelica) - Jynx Lv5
#64 (Waitress Angelica) - Gible Lv5
#65 (Twins Teri & Tia) - Combusken Lv23, Jynx Lv23
#66 (Ace Trainer Ernest) - Barboach Lv32, Skuntank Lv31, Regice Lv34
#67 (Ace Trainer Alyssa) - Grovyle Lv32, Kricketot Lv32, Magnemite Lv33
#68 (Veteran Brian) - Slugma Lv32, Beldum Lv32, Manectric Lv32
#69 (Black Belt Adam) - Moltres Lv34
#70 (Ninja Boy Joel) - Absol Lv29, Luxio Lv29, Rapidash Lv29, Manectric Lv29
